Calories,Total Fat (g),Total Sugars (g),Carbohydrates (Carbs) (g),Protein (g),Cluster
188,38.8,42.3,40.0,29.7,2
746,19.8,24.2,22.7,19.6,2
764,35.4,11.6,72.5,30.7,2
456,32.3,30.3,31.4,10.5,1
62,24.4,0.2,53.9,48.7,1
478,19.3,12.5,82.4,10.7,0
92,16.9,25.6,33.3,35.8,1
794,9.8,45.4,8.2,35.0,2
464,19.2,46.0,60.6,43.8,2
722,33.5,0.3,74.0,19.4,1
631,17.8,1.8,20.6,17.5,1
641,31.9,13.0,69.9,33.0,0
473,13.8,8.7,40.1,27.5,0
287,12.0,29.2,24.4,19.3,1
322,10.7,38.9,13.9,38.4,2
507,10.2,3.9,37.9,24.8,0
227,38.2,35.5,47.2,7.0,1
113,31.7,29.7,3.8,21.9,1
740,11.1,49.1,17.4,19.0,2
360,6.9,8.1,10.1,38.1,2
391,7.6,21.5,73.1,17.0,0
698,22.5,18.2,19.2,14.7,2
665,28.5,45.2,19.6,44.1,2
127,16.1,28.4,11.5,44.7,2
240,31.9,30.5,10.2,12.3,1
265,18.5,33.5,95.4,42.3,0
439,27.5,25.3,38.7,30.9,2
208,17.9,45.4,99.1,12.1,0
390,8.1,20.9,28.5,43.5,2
579,38.9,30.2,34.9,34.1,2
389,7.3,41.1,70.9,14.1,0
753,27.2,6.3,99.7,30.7,0
795,4.9,11.3,28.6,22.3,0
624,10.7,30.8,88.5,12.0,0
438,35.9,12.1,62.9,38.3,1
526,26.4,31.7,59.5,5.6,1
306,3.4,38.2,54.1,12.7,0
398,32.4,48.3,62.7,46.1,2
271,11.4,8.8,6.1,47.7,2
264,1.9,20.2,98.7,33.4,0
520,13.0,7.1,90.7,25.6,0
789,27.4,16.0,60.9,12.9,0
117,38.6,23.5,79.9,19.2,1
489,31.7,5.1,53.9,20.2,1
423,7.7,0.1,45.5,6.5,1
764,11.9,26.0,21.2,42.1,2
620,30.5,31.0,30.2,47.3,2
148,34.8,29.2,58.8,3.7,1
795,32.2,39.4,2.4,45.6,2
282,10.9,33.7,60.1,0.3,1
464,23.8,27.6,71.2,30.3,0
604,33.3,35.7,13.1,14.9,2
62,26.3,24.1,14.3,18.7,1
409,1.0,16.7,96.3,25.7,0
718,29.0,24.0,79.7,21.5,0
458,4.8,47.4,27.4,45.0,2
316,32.8,6.0,22.3,35.5,1
701,23.0,3.5,83.4,26.8,0
377,14.1,42.9,39.3,26.0,2
517,34.9,11.9,75.8,34.6,1
544,13.2,21.3,40.0,27.0,0
574,16.3,11.8,49.5,30.9,0
693,21.4,32.8,35.5,17.7,2
349,11.9,47.1,40.5,27.9,2
612,1.1,6.2,26.5,1.8,0
143,16.1,7.6,17.6,26.3,1
194,35.4,9.9,79.3,7.8,1
486,18.9,44.8,34.1,32.9,2
783,28.1,46.0,66.3,12.9,2
505,2.7,33.5,82.9,19.8,0
246,2.4,36.2,38.3,0.8,1
790,30.1,38.1,26.7,34.2,2
652,13.6,49.4,88.7,16.7,0
777,22.4,10.0,76.6,7.6,0
107,18.2,33.1,48.2,24.2,1
108,18.5,44.4,49.6,12.5,1
459,34.6,12.7,56.6,11.7,1
213,8.3,31.0,78.9,38.2,0
453,35.0,42.6,89.0,15.2,1
294,34.8,4.1,61.1,10.7,1
656,7.8,26.6,81.0,39.3,0
126,9.4,46.5,77.8,47.6,0
455,30.1,19.8,78.8,42.5,0
594,23.0,45.6,61.4,36.8,2
438,23.6,20.9,38.2,46.7,2
522,36.5,33.6,68.9,21.9,2
198,14.0,36.0,98.7,10.6,0
293,21.0,35.9,64.7,44.9,2
790,8.0,48.4,99.3,9.1,0
756,27.3,26.7,28.5,7.4,2
539,23.6,31.4,21.8,21.6,2
163,20.1,21.1,24.8,34.5,1
602,21.4,46.4,23.2,35.7,2
566,34.1,24.8,32.1,38.2,2
58,10.8,21.7,86.0,1.5,1
736,21.4,20.9,9.3,8.9,2
244,2.6,28.7,62.3,18.1,0
317,34.3,38.9,62.5,10.8,1
558,2.7,18.0,79.5,38.6,0
224,2.9,24.3,65.8,11.5,0
785,24.4,5.7,31.5,6.0,1
525,24.9,7.9,47.4,10.7,1
341,39.5,21.5,43.3,36.1,2
473,0.3,44.7,92.5,16.3,0
86,15.7,44.2,95.5,34.2,0
691,3.3,47.7,41.2,21.0,0
203,37.5,20.7,18.6,49.5,2
633,11.4,9.5,37.6,40.8,0
201,23.4,46.3,11.6,26.7,2
199,9.0,17.0,35.6,29.8,1
732,19.1,26.9,70.1,25.4,0
706,27.5,1.8,3.9,19.0,1
671,20.2,45.7,51.2,13.7,2
94,5.5,7.6,41.2,21.7,1
581,33.8,46.5,43.3,35.7,2
499,2.6,45.1,9.1,39.8,2
591,37.8,0.2,94.5,7.6,1
142,17.1,32.0,78.8,0.5,1
766,17.0,36.6,49.8,28.1,2
694,21.6,31.0,5.7,11.5,2
270,24.9,47.3,10.3,22.5,2
478,5.8,26.2,53.3,21.7,0
256,22.7,9.8,78.8,5.0,1
375,1.0,19.9,93.3,15.9,0
230,39.3,21.0,0.1,31.4,1
285,3.8,2.7,65.5,28.7,0
57,10.2,47.3,98.1,4.7,0
768,30.7,41.2,39.9,4.6,2
157,10.0,37.3,20.5,35.5,2
527,22.3,11.6,38.7,19.4,1
698,1.7,16.2,96.7,23.1,0
57,22.0,17.9,61.0,12.7,1
647,15.1,17.0,71.9,18.6,0
705,3.9,48.5,61.5,18.5,0
412,33.2,11.0,41.5,32.3,1
662,35.8,32.3,44.3,1.9,1
681,32.2,49.8,41.7,19.6,2
363,7.7,2.5,11.6,43.9,2
629,14.0,16.1,85.6,11.1,0
394,24.7,46.7,52.3,36.8,2
121,30.3,30.9,72.9,37.9,1
257,30.6,13.4,85.1,46.6,0
783,34.2,28.4,60.0,24.8,2
727,34.7,34.1,10.3,22.2,2
292,16.7,8.0,12.0,5.8,1
165,16.5,40.9,20.1,1.1,1
129,30.5,43.1,15.6,10.7,1
86,23.7,31.4,39.6,15.8,1
656,1.3,23.2,22.5,30.5,0
200,19.8,23.0,38.7,3.7,1
238,25.7,48.8,45.9,32.1,2
80,32.5,2.5,42.9,12.9,1
92,11.4,17.9,83.0,13.4,1
557,10.0,33.4,60.7,4.8,0
493,30.9,47.7,54.1,10.9,2
341,32.3,43.6,73.0,40.9,2
769,10.9,42.2,85.1,21.4,0
495,24.7,46.2,7.6,45.7,2
263,1.9,10.2,15.2,27.6,1
138,5.1,25.9,78.1,27.1,0
262,32.6,18.7,2.2,12.3,1
419,30.8,38.1,12.6,5.7,1
330,20.4,47.7,62.7,19.8,2
408,16.9,8.9,67.5,42.6,0
335,2.9,1.5,28.8,3.6,1
206,18.6,21.7,46.6,25.2,1
173,2.4,7.4,90.0,29.4,0
783,7.5,4.7,2.2,2.6,1
390,34.3,9.8,80.3,29.2,1
584,2.5,31.7,93.3,43.0,0
404,18.2,10.1,53.9,49.6,0
745,13.8,16.5,34.4,2.2,1
252,28.9,17.0,70.1,25.5,1
311,16.3,27.1,0.8,38.9,2
780,14.3,17.5,99.0,47.3,0
783,36.2,23.9,58.8,46.2,2
99,21.1,45.9,86.3,30.2,0
306,38.6,2.6,15.9,0.9,1
222,16.9,8.6,29.0,49.1,2
386,10.5,40.9,80.6,40.5,0
255,7.5,16.5,89.8,34.3,0
729,37.5,11.3,11.7,4.5,1
122,1.5,32.5,80.4,23.2,0
448,20.0,25.6,17.3,30.5,2
129,22.6,23.6,37.9,47.5,2
709,13.8,6.7,94.4,45.2,0
320,11.7,40.4,55.6,6.1,0
132,12.7,34.3,61.2,9.5,1
379,15.1,36.6,43.8,26.4,2
451,27.1,13.2,87.8,9.8,1
474,1.3,47.3,84.6,30.1,0
494,35.5,7.0,29.1,28.4,1
478,39.7,4.8,95.8,9.3,1
311,16.3,11.0,97.1,1.0,1
751,13.2,13.9,86.0,5.1,0
554,35.8,37.2,32.5,17.9,2
90,3.5,6.7,10.1,5.7,1
320,2.0,44.7,64.9,19.9,0
114,0.3,8.6,87.0,30.8,0
81,28.1,7.6,66.5,21.7,1
118,36.5,46.6,36.5,9.5,1
134,13.3,36.5,45.9,7.6,1
513,16.6,4.9,97.2,17.9,0
82,33.8,36.0,56.0,10.6,1
569,10.8,7.9,29.6,12.8,1
170,10.1,31.8,21.4,31.1,2
657,17.7,35.0,86.5,47.6,0
267,18.6,26.0,55.2,20.1,1
766,3.5,33.2,19.7,48.9,2
294,10.2,29.5,32.9,17.3,1
525,26.1,16.4,21.9,44.4,2
262,19.2,43.8,56.7,38.3,2
246,7.0,48.7,21.9,42.1,2
774,33.3,16.6,55.1,32.5,2
155,33.0,24.4,6.4,22.4,1
320,10.6,13.7,15.9,19.3,1
798,3.5,40.5,85.9,0.9,0
282,17.2,0.1,45.2,31.4,1
248,23.8,6.4,98.7,26.7,0
326,13.3,37.1,35.0,21.5,2
247,35.7,49.5,61.0,5.2,1
163,5.0,21.6,99.6,7.4,0
760,32.3,26.8,66.9,6.4,1
279,26.2,41.2,69.4,11.7,1
799,20.0,44.0,68.3,30.4,2
661,17.4,46.1,13.6,36.6,2
541,24.3,27.4,65.8,8.7,1
95,27.5,2.8,67.2,43.5,1
396,32.6,44.8,89.8,20.7,2
790,30.2,43.6,13.5,5.6,2
364,2.9,27.6,62.2,21.4,0
739,24.8,40.5,15.7,43.9,2
51,23.1,32.0,67.7,10.9,1
408,33.3,43.3,93.4,32.2,2
518,8.8,11.1,77.6,46.0,0
709,2.0,44.8,99.2,7.7,0
793,14.9,16.3,37.7,19.2,0
334,24.6,44.8,88.2,26.7,0
246,13.6,36.8,64.3,6.9,1
429,33.2,33.2,99.2,42.1,0
85,9.3,12.0,41.3,42.3,0
411,13.4,20.9,97.7,30.3,0
703,37.0,33.2,72.9,8.3,1
318,11.2,47.6,12.5,19.1,2
91,21.2,19.7,58.0,8.6,1
439,34.2,7.9,56.8,31.8,1
208,28.3,4.1,42.4,10.9,1
362,4.6,23.3,23.2,32.3,0
285,27.2,42.4,12.7,15.5,2
526,16.5,29.1,16.8,41.8,2
376,20.7,44.5,31.0,44.8,2
514,15.8,12.1,87.5,18.4,0
718,27.4,24.5,86.8,35.0,0
280,27.6,27.1,39.8,35.0,2
126,34.1,24.0,51.8,30.0,1
181,12.5,46.3,93.4,40.8,0
170,25.9,33.1,28.3,33.3,2
701,26.9,1.8,75.3,4.6,1
714,18.0,43.0,84.4,10.4,0
109,27.3,34.3,23.7,2.3,1
246,14.3,44.6,82.3,21.4,0
158,34.0,28.7,98.8,39.0,1
119,2.6,42.4,93.0,34.0,0
351,26.6,29.9,24.8,8.7,1
606,32.7,10.0,41.1,42.0,2
414,23.8,14.5,42.5,4.9,1
254,8.4,13.5,81.3,30.9,0
51,16.2,14.0,68.3,28.7,1
780,17.1,13.0,82.4,9.8,0
424,11.1,26.8,63.9,45.0,0
770,36.7,11.8,8.0,30.0,2
601,27.6,19.7,50.0,43.4,2
393,15.3,6.8,78.5,49.1,0
626,26.8,1.7,61.2,32.9,0
780,14.5,37.3,64.9,20.0,0
721,28.9,41.8,6.7,33.1,2
534,29.8,2.1,93.1,43.7,0
467,13.8,36.9,56.7,34.6,0
174,27.3,46.4,14.2,48.7,2
266,11.7,3.0,15.6,18.1,1
55,1.0,16.5,48.1,47.5,0
780,12.6,40.3,7.2,3.6,2
575,29.1,16.9,82.3,27.5,0
72,31.1,43.4,92.2,39.0,2
387,18.1,43.9,95.2,16.7,0
413,7.9,28.7,99.5,39.8,0
617,13.4,20.2,69.7,24.2,0
306,39.3,24.5,0.7,47.8,2
307,14.0,25.3,64.8,16.7,0
371,12.8,22.9,70.0,35.2,0
506,38.6,11.0,19.6,36.4,2
197,18.4,7.8,81.2,1.2,1
698,27.5,39.2,19.6,2.5,2
416,31.4,38.7,86.2,18.0,1
335,8.2,36.0,23.3,17.7,2
476,17.9,21.1,5.0,44.8,2
306,22.2,21.4,13.4,4.3,1
710,12.1,25.8,18.2,19.1,2
543,10.4,34.4,75.0,16.9,0
655,3.4,44.8,49.7,29.4,0
642,0.3,34.2,92.6,20.3,0
700,11.2,11.3,55.3,4.7,0
576,1.9,32.0,14.8,5.7,0
409,16.5,5.4,69.9,39.5,0
180,28.5,31.9,22.2,22.0,1
526,7.5,8.4,62.9,20.2,0
502,23.6,36.9,40.3,27.8,2
355,8.9,3.2,11.9,2.3,1
712,27.5,35.1,68.3,46.1,2
461,37.6,24.9,66.7,28.4,1
533,26.8,34.3,22.1,46.1,2
325,27.5,11.4,0.2,36.4,2
306,27.6,41.8,23.1,41.0,2
239,34.0,11.0,6.6,3.8,1
497,1.2,26.0,40.9,6.2,0
70,6.3,24.2,62.9,1.6,1
293,21.3,8.1,36.4,12.3,1
391,23.9,46.7,6.5,41.4,2
104,33.9,38.2,0.8,40.3,2
333,35.5,16.8,62.9,8.8,1
136,11.7,0.6,68.2,7.8,1
113,23.7,31.9,9.8,30.7,2
305,15.9,9.3,6.4,7.5,1
692,33.9,44.3,40.7,31.0,2
250,16.9,11.4,65.9,17.8,1
733,9.2,11.3,55.8,0.5,0
308,3.8,21.5,96.0,23.5,0
386,15.4,34.9,76.2,40.9,0
145,9.7,4.8,97.0,49.8,0
130,38.6,12.0,25.1,10.3,1
448,34.8,0.9,88.3,34.9,1
154,18.9,39.6,10.3,8.9,1
73,20.1,25.1,28.3,29.6,1
248,25.5,13.3,86.7,25.3,1
544,39.3,6.5,69.7,11.3,1
278,27.5,21.6,47.7,38.9,2
160,14.3,48.7,37.6,22.1,2
774,35.6,14.0,5.4,44.4,2
640,9.0,23.2,50.3,23.4,0
141,9.2,17.7,52.0,18.0,1
517,32.9,2.6,47.4,15.2,1
583,18.1,33.8,98.2,24.2,0
232,17.7,48.9,29.2,0.6,1
396,36.2,9.8,36.9,6.4,1
62,29.3,39.7,91.7,45.4,0
348,28.2,10.3,68.9,23.7,1
446,4.6,4.5,70.0,23.4,0
365,31.7,38.4,76.0,33.2,2
310,14.8,28.6,56.6,43.1,0
256,14.7,5.0,88.3,44.2,0
775,33.4,27.6,79.2,38.0,2
257,32.8,17.7,0.8,24.4,1
519,9.6,18.9,40.8,35.9,0
220,16.0,12.2,91.9,13.7,0
140,26.7,12.9,47.7,27.7,1
77,11.3,17.4,90.2,42.1,0
510,37.0,19.8,8.0,13.0,1
499,7.0,14.1,87.9,8.2,0
499,2.3,7.7,71.9,36.5,0
513,4.0,16.5,41.5,38.5,0
524,8.1,23.9,28.1,24.3,0
385,0.5,37.1,84.2,22.9,0
732,20.3,31.6,75.5,44.6,0
133,22.7,28.2,70.6,18.8,1
60,15.9,23.6,14.0,2.4,1
668,29.5,41.1,73.1,41.6,2
776,16.0,34.0,70.4,1.2,0
332,22.2,18.2,50.2,16.2,1
675,9.0,40.7,6.6,14.9,2
395,38.5,21.2,2.6,9.8,1
502,34.0,25.7,49.7,48.0,2
782,15.4,16.1,74.8,36.6,0
274,29.2,14.2,19.8,5.3,1
683,5.1,30.3,20.9,47.4,2
701,25.5,1.8,8.5,40.0,2
360,5.7,39.8,68.9,25.3,0
74,19.2,21.8,79.4,15.1,1
381,30.3,19.5,70.9,14.5,1
543,14.5,14.5,23.6,24.4,2
649,32.1,42.0,47.8,22.5,2
147,39.3,29.5,93.0,10.9,1
59,29.6,40.4,56.5,26.7,1
111,35.3,16.6,26.2,12.1,1
167,37.2,25.2,79.1,43.8,1
713,14.8,37.4,49.8,3.6,0
397,34.4,33.5,48.3,42.2,2
668,36.4,2.8,23.0,2.3,1
633,24.5,17.4,30.5,45.8,2
141,39.8,18.9,67.0,49.0,1
210,19.0,0.6,21.8,46.8,1
392,31.8,6.5,14.5,42.4,2
98,31.0,3.2,30.2,44.2,1
473,6.5,16.6,16.2,8.6,1
686,8.3,9.2,68.2,28.5,0
289,22.0,42.2,96.9,17.6,0
104,16.5,36.6,13.8,15.1,1
191,25.6,49.7,97.6,25.2,0
667,21.4,10.3,75.6,37.4,0
262,39.0,39.2,94.0,1.1,1
188,0.9,28.3,12.1,30.6,2
290,31.9,32.3,16.9,14.9,1
780,29.0,1.4,19.2,9.6,1
259,21.0,42.5,94.7,12.1,0
394,23.0,44.1,33.1,34.8,2
643,32.7,34.2,45.0,48.1,2
113,7.6,22.7,44.2,31.4,0
227,34.2,0.5,81.8,41.5,1
157,22.9,31.9,57.0,44.9,2
663,19.7,35.4,62.1,42.8,2
641,36.5,46.4,99.6,25.6,2
447,25.0,4.8,59.4,49.6,0
219,27.9,48.8,79.8,9.3,1
378,14.1,8.3,33.6,20.3,1
140,29.8,47.2,45.7,0.3,1
311,36.8,41.8,62.1,30.9,2
197,2.5,0.7,77.7,41.9,0
507,31.6,2.4,11.5,38.9,2
337,3.2,45.9,86.4,35.1,0
182,18.4,5.5,52.0,19.7,1
428,35.8,35.5,5.8,4.6,1
428,28.3,0.6,52.5,18.7,1
403,7.1,47.7,86.9,27.1,0
70,8.9,23.3,1.4,37.1,2
98,13.5,34.1,47.4,4.6,1
587,1.0,29.9,92.0,4.9,0
272,37.3,24.2,13.2,23.7,1
243,36.4,48.7,5.5,35.6,2
776,13.8,29.4,24.9,3.0,2
112,34.9,24.7,87.4,39.9,1
657,19.1,40.7,64.4,20.8,0
652,25.4,15.4,15.9,23.7,2
97,7.3,3.0,10.5,36.8,1
354,7.7,11.1,3.0,21.6,1
727,2.5,20.8,5.4,39.9,2
457,15.0,20.5,99.8,30.2,0
791,3.0,22.8,80.0,24.5,0
281,22.5,23.7,86.1,10.7,1
677,6.3,39.1,43.3,21.0,0
638,3.3,18.2,80.9,17.4,0
109,40.0,8.1,83.3,47.5,1
756,36.6,29.7,61.4,21.3,2
585,34.0,6.3,37.4,40.5,2
168,28.2,23.5,87.7,23.0,1
106,19.5,19.6,8.6,8.0,1
644,34.3,39.9,42.8,28.0,2
721,4.8,29.4,32.9,36.3,2
152,29.3,18.7,83.6,0.7,1
490,8.1,40.3,54.3,21.3,0
235,15.1,15.3,1.1,2.8,1
81,6.7,49.2,95.8,47.0,0
243,13.4,9.7,67.8,4.7,1
421,7.7,17.7,36.3,8.9,1
723,27.6,9.5,67.4,8.6,1
122,7.8,20.9,51.3,45.2,0
134,38.3,13.0,55.8,46.8,1
189,37.4,23.7,14.3,22.1,1
218,30.3,42.7,22.4,11.6,1
143,23.1,27.8,54.2,42.1,2
331,39.2,17.3,42.6,46.3,2
443,10.2,16.9,15.7,36.8,2
796,32.7,48.8,65.5,21.2,2
716,30.9,29.1,86.0,9.6,0
224,30.2,10.6,96.2,2.5,1
652,0.1,22.7,79.2,30.7,0
515,7.0,30.4,39.5,44.2,2
737,2.0,46.7,45.5,29.8,0
220,17.1,41.3,61.4,39.2,2
540,8.6,9.5,57.7,40.1,0
180,19.7,24.3,88.5,47.3,0
113,30.6,21.3,94.4,31.4,1
370,33.6,49.2,84.5,38.4,2
348,21.3,39.3,43.8,4.9,1
400,16.6,24.2,78.9,28.5,0
406,15.3,13.8,86.8,19.8,0
83,20.3,41.9,34.2,37.2,2
256,9.1,14.9,13.3,14.4,1
644,15.3,21.8,31.4,2.8,1
378,28.3,11.0,62.6,31.8,1
100,9.1,0.7,81.8,14.7,1
339,21.1,47.1,91.2,19.9,0
525,15.7,44.2,38.3,36.1,2
476,5.5,27.5,0.7,23.3,2
663,14.4,37.1,47.2,23.2,2
192,30.0,30.3,46.4,5.9,1
686,4.4,4.1,37.4,46.9,0
738,12.9,32.8,91.6,14.5,0
325,30.6,9.5,80.9,8.7,1
155,10.2,13.8,69.8,22.1,0
706,8.0,10.6,78.7,14.3,0
239,1.0,25.9,88.3,37.0,0
455,10.1,28.7,22.3,38.8,2
519,15.2,23.1,2.9,10.0,1
340,29.4,21.7,40.7,1.4,1
54,29.5,4.8,72.8,46.6,1
294,38.7,41.6,45.4,31.3,2
554,18.2,47.0,35.5,11.4,2
195,27.7,49.7,7.6,14.8,2
594,23.9,12.2,86.6,35.6,0
286,6.2,49.2,30.2,26.1,2
652,15.7,31.5,16.0,20.2,2
381,26.2,40.2,14.4,48.8,2
659,33.1,11.1,63.1,12.0,1
647,37.7,36.1,86.9,29.2,2
68,25.8,23.4,40.8,1.7,1
386,16.1,12.9,52.0,44.3,0
646,32.9,18.4,75.0,11.0,1
609,22.2,18.0,32.4,1.9,1
181,16.4,39.2,20.0,33.5,2
104,37.1,39.7,42.7,30.8,2
471,2.9,4.3,86.1,12.9,0
92,15.1,22.7,28.5,16.4,1
435,4.5,17.9,51.4,39.0,0
184,33.7,38.8,80.7,37.9,2
423,36.1,48.0,76.9,15.3,2
366,8.7,3.2,72.6,22.0,0
500,33.4,0.9,54.6,47.9,2
492,21.9,40.8,69.2,16.7,0
82,17.0,22.3,51.7,29.8,1
743,16.5,22.5,18.2,27.3,2
500,31.6,28.8,70.9,21.5,1
54,8.1,48.9,13.4,8.9,1
603,18.6,34.1,45.1,12.9,2
528,3.2,13.7,48.2,35.4,0
730,17.6,37.5,6.6,37.9,2
799,38.6,40.4,10.4,21.0,2
798,0.4,33.0,57.0,11.6,0
669,22.9,0.4,94.9,21.3,0
598,1.9,15.9,34.7,10.6,0
380,11.4,47.0,93.2,30.2,0
571,17.3,17.1,33.0,20.0,1
172,26.1,4.7,40.2,1.3,1
282,6.2,22.9,76.0,43.4,0
286,38.8,13.6,58.9,31.4,1
604,28.9,49.3,79.0,36.6,2
111,22.2,41.7,22.0,46.3,2
464,17.2,34.2,97.0,38.1,0
414,15.5,49.0,17.2,9.5,2
433,33.1,5.5,45.1,42.3,1
201,15.9,18.7,78.0,42.9,0
134,1.3,43.1,90.3,17.9,0
193,25.7,19.2,74.0,24.0,1
651,24.7,29.7,92.1,41.8,0
433,34.9,45.8,47.3,35.1,2
365,19.7,13.6,8.5,1.4,1
414,13.9,24.2,23.9,43.8,2
575,37.1,11.9,46.9,20.4,1
68,33.5,8.7,96.2,11.9,1
172,32.5,2.6,3.5,45.9,1
703,25.8,2.4,51.1,6.0,1
760,25.2,12.4,90.5,23.9,0
79,34.2,15.7,30.5,44.6,1
529,12.4,39.4,52.1,22.3,0
107,12.1,42.9,72.0,16.8,0
708,28.2,30.0,51.1,34.0,2
423,32.7,8.6,43.6,25.9,1
655,26.3,11.5,22.9,28.7,2
438,31.1,12.7,63.7,42.8,2
375,0.6,32.5,78.2,45.0,0
529,4.2,18.2,40.7,10.2,0
762,26.2,3.4,88.0,18.3,0
368,22.1,3.5,85.7,14.5,1
328,20.9,2.1,15.8,38.7,1
205,33.3,10.4,20.9,48.0,2
166,4.1,7.4,56.9,45.9,0
75,17.2,18.7,89.8,5.1,1
133,13.1,43.1,25.2,7.7,1
726,30.2,4.7,35.1,17.9,1
296,4.2,42.4,55.9,2.3,0
443,34.2,41.1,27.9,38.2,2
789,10.2,35.3,33.7,4.5,2
644,25.9,4.5,91.0,13.7,0
109,25.4,29.1,47.9,39.7,2
781,1.7,43.6,59.6,31.8,0
344,24.9,17.3,41.3,39.6,2
732,37.8,5.8,69.2,30.3,1
339,15.6,27.9,96.3,28.9,0
259,21.6,15.2,98.3,10.0,1
333,23.1,24.3,60.5,23.6,1
789,25.0,6.3,43.5,25.1,2
251,25.5,11.1,62.0,18.2,1
781,29.6,6.8,33.7,18.1,1
479,12.1,11.6,90.6,31.4,0
527,37.5,7.8,88.7,10.6,1
638,31.6,10.6,44.2,28.3,2
364,13.7,2.8,48.3,45.3,0
82,0.5,22.2,86.5,23.1,0
127,10.9,46.1,75.7,3.4,0
570,17.1,16.2,90.0,41.6,0
790,2.2,24.5,17.2,25.0,2
122,21.3,33.1,49.8,30.2,1
255,24.0,31.9,36.3,31.5,2
343,15.2,20.0,3.4,6.6,1
570,27.0,7.9,14.3,35.1,2
395,19.7,9.5,96.0,5.8,1
638,31.6,30.6,91.2,26.6,0
265,15.5,10.0,42.5,7.4,1
132,1.0,31.3,10.4,15.4,1
740,7.4,31.3,97.7,7.4,0
193,6.1,38.4,78.3,35.9,0
349,16.0,45.4,8.6,41.2,2
502,34.0,13.7,9.3,41.6,2
594,39.9,38.0,4.7,33.1,2
708,29.1,23.6,81.8,39.1,0
63,37.4,40.4,3.2,7.6,1
351,21.5,28.1,24.1,41.9,2
327,5.2,27.4,47.7,12.7,0
588,19.7,3.5,73.0,39.0,0
160,9.0,44.8,87.4,13.6,0
684,0.4,26.8,31.5,33.6,0
604,19.2,37.9,62.8,9.2,0
150,24.4,34.0,21.5,14.5,1
474,13.0,49.2,60.8,22.8,0
469,23.6,16.4,60.4,11.2,1
84,19.1,3.6,50.2,4.7,1
306,33.8,43.3,7.0,29.6,2
244,22.6,26.9,19.1,20.5,1
526,13.0,23.7,70.8,7.5,0
233,7.0,49.5,25.7,47.9,2
449,28.0,30.4,50.7,23.2,2
676,27.0,35.2,68.6,48.4,2
223,23.2,44.6,13.3,0.8,1
492,25.7,29.4,29.3,47.6,2
290,35.1,27.6,34.9,13.6,1
702,0.4,3.0,75.4,20.0,0
566,1.9,49.9,21.3,23.2,2
111,3.6,27.9,37.7,18.3,1
276,23.5,33.7,93.0,3.5,1
734,39.6,33.0,37.4,6.2,2
191,26.4,31.4,92.6,20.9,1
600,19.9,21.5,30.0,33.5,2
608,5.6,17.8,36.4,13.1,0
451,38.2,39.9,84.3,10.8,1
416,13.3,26.2,54.1,42.6,0
145,28.3,7.8,67.0,38.3,1
517,4.7,48.8,15.6,19.2,2
384,25.2,38.8,53.8,41.7,2
235,11.1,20.0,88.1,35.2,0
767,36.1,19.8,17.8,40.8,2
769,13.0,18.9,29.2,3.5,0
367,23.1,42.5,45.5,6.0,1
257,10.6,41.6,53.8,23.6,0
282,8.0,12.7,95.9,11.8,0
570,28.0,0.3,27.3,8.1,1
419,27.3,3.5,90.1,18.2,1
109,24.4,48.5,88.7,20.9,1
317,38.0,27.3,65.8,44.5,2
348,24.6,12.7,16.0,27.3,1
148,12.0,7.0,6.0,9.1,1
658,23.8,48.2,39.0,35.8,2
165,34.9,46.8,86.4,2.8,1
323,19.3,6.0,43.7,37.3,1
184,16.7,8.7,91.0,8.0,1
770,2.1,3.8,13.3,29.5,0
583,5.7,6.7,12.4,32.6,0
778,35.1,4.3,64.7,18.7,1
778,16.1,37.9,88.4,11.0,0
721,21.4,35.2,33.3,13.6,2
318,36.9,27.6,6.5,42.6,2
459,24.6,45.2,60.3,4.5,1
183,5.1,8.9,67.2,33.9,0
291,13.1,33.7,94.2,2.3,0
117,18.6,23.1,55.4,6.6,1
390,16.4,28.2,20.4,48.5,2
375,20.8,42.1,99.0,16.4,0
52,27.4,24.8,42.1,7.7,1
65,21.8,0.0,94.0,17.3,1
710,33.1,49.5,14.2,2.2,2
373,20.4,11.9,48.6,1.4,1
644,5.1,27.4,95.5,2.1,0
712,39.3,32.2,27.2,13.5,2
747,3.8,29.9,89.8,6.3,0
186,5.9,22.3,15.6,26.5,1
311,6.6,7.1,28.6,6.7,1
330,38.1,38.1,98.8,18.1,1
310,2.7,27.0,69.7,45.3,0
742,38.6,5.9,39.8,19.2,1
208,15.9,38.8,22.4,1.8,1
174,31.6,10.1,96.5,35.8,1
166,30.6,24.9,26.4,23.2,1
435,39.9,28.9,81.4,21.3,1
102,37.2,36.2,5.9,1.2,1
462,13.0,38.0,63.2,37.8,0
263,19.4,36.3,45.9,1.5,1
346,12.8,26.3,73.2,22.0,0
232,21.9,26.3,71.9,9.0,1
247,16.7,36.8,34.0,14.8,1
86,10.5,31.7,37.3,0.6,1
312,15.5,18.4,8.7,7.1,1
689,21.3,34.7,45.5,7.2,2
647,29.3,22.1,33.9,17.6,2
670,34.7,36.6,50.4,9.6,2
328,28.0,47.7,17.1,45.4,2
229,37.1,16.8,13.2,27.1,1
168,5.8,24.4,73.7,27.8,0
284,27.2,0.5,73.6,11.4,1
509,11.0,0.8,28.1,26.8,0
645,7.3,17.9,46.1,6.9,0
